Transaction_ID,Date,Customer_ID,Product_Category,Quantity,Unit_Price,Shipping_Cost,Delivery_Status,Customer_Rating,Region,Total_Sales
1031,2026-01-02 06:00:00,CUST-260,Home Decor,1,450.72,22.9,Delivered,1.0,Asia,450.72
1032,2026-01-02 07:00:00,CUST-559,Electronics,1,397.5,45.94,Delivered,5.0,Asia,397.5
1033,2026-01-02 08:00:00,CUST-413,Electronics,3,295.17,48.02,Delivered,3.0,North America,885.51
1034,2026-01-02 09:00:00,CUST-121,Electronics,1,338.04,10.42,Delivered,2.0,North America,338.04
1035,2026-01-02 10:00:00,CUST-352,Clothing,3,169.66,10.36,Shipped,5.0,North America,508.98
1036,2026-01-02 11:00:00,CUST-847,Beauty,2,291.37,47.07,Delivered,2.0,Asia,582.74
1037,2026-01-02 12:00:00,CUST-956,Electronics,2,153.28,18.31,Delivered,3.0,Asia,306.56
1038,2026-01-02 13:00:00,CUST-660,Electronics,1,207.11,15.88,Delivered,5.0,South America,207.11
1039,2026-01-02 14:00:00,CUST-574,Clothing,2,384.68,6.6,Cancelled,5.0,Europe,769.36
1040,2026-01-02 15:00:00,CUST-158,Home Decor,2,129.53,17.4,Delivered,4.0,North America,259.06
1041,2026-01-02 16:00:00,CUST-610,Home Decor,3,421.03,36.21,Delivered,4.0,Europe,1263.09
1042,2026-01-02 17:00:00,CUST-781,Clothing,1,194.18,24.17,Delivered,5.0,Europe,194.18
1043,2026-01-02 18:00:00,CUST-575,Beauty,1,270.76,28.26,Delivered,5.0,South America,270.76
1044,2026-01-02 19:00:00,CUST-799,Home Decor,2,471.56,46.28,Delivered,1.0,Asia,943.12
1045,2026-01-02 20:00:00,CUST-882,Beauty,1,343.82,10.16,Delivered,3.0,Europe,343.82
1046,2026-01-02 21:00:00,CUST-289,Beauty,1,326.35,8.21,Delivered,5.0,North America,326.35
1047,2026-01-02 22:00:00,CUST-786,Electronics,5,358.69,43.34,Delivered,5.0,North America,1793.45
1048,2026-01-02 23:00:00,CUST-662,Electronics,1,459.87,39.87,Delivered,5.0,Asia,459.87
1049,2026-01-03 00:00:00,CUST-975,Electronics,1,131.77,16.87,Delivered,5.0,Asia,131.77
1050,2026-01-03 01:00:00,CUST-666,Clothing,1,310.49,19.59,Delivered,5.0,Asia,310.49
1051,2026-01-03 02:00:00,CUST-343,Books,2,206.19,18.96,Delivered,1.0,North America,412.38
1052,2026-01-03 03:00:00,CUST-931,Clothing,1,15.81,34.15,Delivered,5.0,Asia,15.81
1053,2026-01-03 04:00:00,CUST-604,Electronics,2,71.4,7.75,Shipped,5.0,South America,142.8
1054,2026-01-03 05:00:00,CUST-230,Beauty,1,169.25,27.02,Delivered,5.0,South America,169.25
1055,2026-01-03 06:00:00,CUST-584,Clothing,1,286.85,11.02,Delivered,,North America,286.85
1056,2026-01-03 07:00:00,CUST-918,Electronics,2,441.92,41.89,Delivered,5.0,South America,883.84
1057,2026-01-03 08:00:00,CUST-746,Clothing,1,397.65,22.13,Shipped,5.0,Europe,397.65
1058,2026-01-03 09:00:00,CUST-120,Clothing,5,281.13,28.74,Delivered,4.0,Asia,1405.65
1059,2026-01-03 10:00:00,CUST-940,Beauty,1,46.2,6.32,Delivered,5.0,South America,46.2
1060,2026-01-03 11:00:00,CUST-266,Electronics,1,150.09,7.62,Delivered,5.0,Asia,150.09
1061,2026-01-03 12:00:00,CUST-373,Electronics,1,189.69,35.38,Delivered,5.0,South America,189.69
1062,2026-01-03 13:00:00,CUST-487,Clothing,1,314.64,39.5,Delivered,2.0,Asia,314.64
1063,2026-01-03 14:00:00,CUST-700,Electronics,5,41.81,36.95,Delivered,3.0,North America,209.05
1064,2026-01-03 15:00:00,CUST-415,Home Decor,3,269.79,38.17,Shipped,5.0,Europe,809.37
1065,2026-01-03 16:00:00,CUST-113,Clothing,1,451.72,9.71,Delivered,5.0,Asia,451.72
1066,2026-01-03 17:00:00,CUST-341,Clothing,2,355.66,36.21,Returned,5.0,Europe,711.32
1067,2026-01-03 18:00:00,CUST-876,Books,2,400.57,13.18,Delivered,5.0,Asia,801.14
1068,2026-01-03 19:00:00,CUST-445,Home Decor,1,344.02,9.41,Shipped,1.0,North America,344.02
1069,2026-01-03 20:00:00,CUST-664,Electronics,1,111.23,39.07,Delivered,5.0,Europe,111.23
1070,2026-01-03 21:00:00,CUST-997,Home Decor,4,64.14,45.02,Delivered,5.0,South America,256.56
1071,2026-01-03 22:00:00,CUST-439,Beauty,4,416.45,37.25,Delivered,5.0,Europe,1665.8
1072,2026-01-03 23:00:00,CUST-191,Home Decor,5,350.8,41.25,Shipped,5.0,Asia,1754.0
1073,2026-01-04 00:00:00,CUST-466,Electronics,3,291.78,49.6,Delivered,5.0,Europe,875.34
1074,2026-01-04 01:00:00,CUST-554,Books,2,102.75,11.06,Delivered,5.0,North America,205.5
1075,2026-01-04 02:00:00,CUST-527,Clothing,1,305.64,48.43,Delivered,3.0,Europe,305.64
1076,2026-01-04 03:00:00,CUST-608,Electronics,1,25.35,32.05,Returned,3.0,Europe,25.35
1077,2026-01-04 04:00:00,CUST-875,Electronics,1,68.23,41.6,Delivered,3.0,Europe,68.23
1078,2026-01-04 05:00:00,CUST-134,Electronics,2,162.83,34.26,Delivered,4.0,South America,325.66
1079,2026-01-04 06:00:00,CUST-305,Beauty,3,227.43,30.65,Cancelled,4.0,Europe,682.29
1080,2026-01-04 07:00:00,CUST-180,Electronics,3,69.08,36.66,Cancelled,5.0,Asia,207.24
1081,2026-01-04 08:00:00,CUST-661,Electronics,4,68.77,19.41,Delivered,5.0,Asia,275.08
1082,2026-01-04 09:00:00,CUST-971,Beauty,3,365.69,46.59,Shipped,5.0,Europe,1097.07
1083,2026-01-04 10:00:00,CUST-487,Clothing,5,289.16,10.19,Delivered,4.0,Europe,1445.8
1084,2026-01-04 11:00:00,CUST-101,Electronics,1,271.53,19.31,Delivered,5.0,South America,271.53
1085,2026-01-04 12:00:00,CUST-489,Electronics,3,231.69,6.4,Shipped,,North America,695.07
1086,2026-01-04 13:00:00,CUST-665,Electronics,2,488.51,17.21,Delivered,5.0,Asia,977.02
1087,2026-01-04 14:00:00,CUST-205,Electronics,1,34.4,14.82,Delivered,5.0,South America,34.4
1088,2026-01-04 15:00:00,CUST-871,Home Decor,5,98.51,7.23,Delivered,5.0,Asia,492.55
1089,2026-01-04 16:00:00,CUST-921,Electronics,3,327.28,27.13,Delivered,5.0,Asia,981.84
1090,2026-01-04 17:00:00,CUST-576,Electronics,1,76.82,26.09,Delivered,5.0,Europe,76.82
1091,2026-01-04 18:00:00,CUST-802,Beauty,1,298.8,8.5,Returned,5.0,Asia,298.8
1092,2026-01-04 19:00:00,CUST-501,Home Decor,2,288.2,16.78,Delivered,4.0,North America,576.4
1093,2026-01-04 20:00:00,CUST-829,Clothing,2,485.79,47.9,Shipped,5.0,North America,971.58
1094,2026-01-04 21:00:00,CUST-655,Clothing,4,442.86,9.98,Delivered,4.0,North America,1771.44
1095,2026-01-04 22:00:00,CUST-261,Clothing,1,473.32,18.73,Delivered,4.0,South America,473.32
1096,2026-01-04 23:00:00,CUST-301,Clothing,1,65.67,6.61,Delivered,5.0,North America,65.67
1097,2026-01-05 00:00:00,CUST-369,Clothing,1,435.39,11.7,Delivered,4.0,North America,435.39
1098,2026-01-05 01:00:00,CUST-962,Clothing,1,73.25,36.47,Delivered,5.0,Asia,73.25
1099,2026-01-05 02:00:00,CUST-915,Books,1,320.14,21.5,Cancelled,5.0,South America,320.14
1100,2026-01-05 03:00:00,CUST-370,Electronics,4,362.84,25.34,Delivered,5.0,Europe,1451.36
1101,2026-01-05 04:00:00,CUST-555,Beauty,1,88.82,12.06,Delivered,4.0,South America,88.82
1102,2026-01-05 05:00:00,CUST-561,Electronics,1,320.0,35.7,Shipped,5.0,South America,320.0
1103,2026-01-05 06:00:00,CUST-826,Beauty,1,35.71,38.82,Delivered,5.0,Europe,35.71
1104,2026-01-05 07:00:00,CUST-351,Home Decor,1,153.7,13.15,Delivered,5.0,Europe,153.7
1105,2026-01-05 08:00:00,CUST-801,Beauty,3,461.37,7.02,Delivered,5.0,Europe,1384.11
1106,2026-01-05 09:00:00,CUST-395,Electronics,2,94.15,8.64,Shipped,4.0,Asia,188.3
1107,2026-01-05 10:00:00,CUST-824,Home Decor,3,41.98,34.57,Delivered,5.0,Asia,125.94
1108,2026-01-05 11:00:00,CUST-819,Clothing,1,227.4,11.1,Delivered,5.0,Asia,227.4
1109,2026-01-05 12:00:00,CUST-848,Home Decor,1,426.8,27.23,Delivered,4.0,North America,426.8
1110,2026-01-05 13:00:00,CUST-437,Clothing,1,47.57,11.87,Cancelled,4.0,Europe,47.57
1111,2026-01-05 14:00:00,CUST-978,Clothing,1,184.21,12.66,Delivered,5.0,Asia,184.21
1112,2026-01-05 15:00:00,CUST-152,Clothing,3,450.89,5.2,Delivered,4.0,Asia,1352.67
1113,2026-01-05 16:00:00,CUST-891,Clothing,1,67.9,19.44,Delivered,5.0,South America,67.9
1114,2026-01-05 17:00:00,CUST-316,Clothing,2,162.23,9.04,Delivered,4.0,Asia,324.46
1115,2026-01-05 18:00:00,CUST-863,Electronics,1,391.43,22.73,Delivered,5.0,Europe,391.43
1116,2026-01-05 19:00:00,CUST-287,Books,2,276.17,31.9,Cancelled,5.0,Europe,552.34
1117,2026-01-05 20:00:00,CUST-479,Home Decor,4,417.84,21.54,Delivered,5.0,North America,1671.36
1118,2026-01-05 21:00:00,CUST-592,Books,2,64.68,36.73,Delivered,,North America,129.36
1119,2026-01-05 22:00:00,CUST-140,Electronics,2,461.07,38.37,Shipped,5.0,South America,922.14
1120,2026-01-05 23:00:00,CUST-256,Beauty,4,468.11,36.35,Delivered,5.0,North America,1872.44
1121,2026-01-06 00:00:00,CUST-114,Beauty,2,86.1,47.15,Delivered,5.0,Europe,172.2
1122,2026-01-06 01:00:00,CUST-912,Home Decor,1,26.6,15.68,Cancelled,5.0,North America,26.6
1123,2026-01-06 02:00:00,CUST-164,Home Decor,1,495.02,13.53,Delivered,4.0,North America,495.02
1124,2026-01-06 03:00:00,CUST-956,Clothing,2,246.3,32.44,Delivered,5.0,Asia,492.6
1125,2026-01-06 04:00:00,CUST-938,Beauty,2,290.32,31.77,Delivered,4.0,Europe,580.64
1126,2026-01-06 05:00:00,CUST-620,Clothing,1,311.79,27.95,Delivered,5.0,South America,311.79
1127,2026-01-06 06:00:00,CUST-443,Electronics,1,396.94,5.2,Delivered,4.0,North America,396.94
1128,2026-01-06 07:00:00,CUST-228,Clothing,5,407.87,29.99,Delivered,3.0,North America,2039.35
1129,2026-01-06 08:00:00,CUST-747,Books,1,105.02,46.98,Cancelled,3.0,South America,105.02
1130,2026-01-06 09:00:00,CUST-571,Beauty,1,125.95,20.06,Delivered,3.0,South America,125.95
1131,2026-01-06 10:00:00,CUST-162,Books,1,439.65,48.54,Shipped,4.0,Europe,439.65
1132,2026-01-06 11:00:00,CUST-238,Home Decor,3,411.56,21.05,Delivered,5.0,South America,1234.68
1133,2026-01-06 12:00:00,CUST-598,Electronics,1,312.63,11.29,Delivered,5.0,North America,312.63
1134,2026-01-06 13:00:00,CUST-692,Electronics,2,497.4,22.93,Delivered,4.0,Europe,994.8
1135,2026-01-06 14:00:00,CUST-491,Electronics,1,370.24,27.26,Delivered,4.0,Europe,370.24
1136,2026-01-06 15:00:00,CUST-774,Electronics,2,115.76,33.33,Delivered,5.0,South America,231.52
1137,2026-01-06 16:00:00,CUST-518,Clothing,3,424.86,27.72,Delivered,,Europe,1274.58
1138,2026-01-06 17:00:00,CUST-388,Electronics,1,213.22,29.15,Delivered,5.0,North America,213.22
1139,2026-01-06 18:00:00,CUST-478,Clothing,2,27.71,6.08,Delivered,4.0,North America,55.42
1140,2026-01-06 19:00:00,CUST-872,Books,1,167.5,16.41,Returned,5.0,North America,167.5
1141,2026-01-06 20:00:00,CUST-589,Clothing,1,384.14,18.98,Shipped,3.0,Europe,384.14
1142,2026-01-06 21:00:00,CUST-330,Beauty,3,480.5,49.42,Delivered,3.0,South America,1441.5
1143,2026-01-06 22:00:00,CUST-140,Home Decor,1,145.31,18.3,Delivered,5.0,North America,145.31
1144,2026-01-06 23:00:00,CUST-127,Electronics,2,130.79,45.35,Delivered,4.0,Asia,261.58
1145,2026-01-07 00:00:00,CUST-234,Clothing,1,286.17,18.71,Delivered,5.0,South America,286.17
1146,2026-01-07 01:00:00,CUST-300,Electronics,1,407.73,9.32,Delivered,5.0,Europe,407.73
1147,2026-01-07 02:00:00,CUST-939,Clothing,1,375.8,16.14,Delivered,5.0,North America,375.8
1148,2026-01-07 03:00:00,CUST-879,Home Decor,2,284.38,17.28,Delivered,5.0,Europe,568.76
1149,2026-01-07 04:00:00,CUST-132,Electronics,1,319.38,49.02,Delivered,4.0,North America,319.38
1150,2026-01-07 05:00:00,CUST-147,Electronics,2,128.63,35.34,Delivered,5.0,Europe,257.26
1151,2026-01-07 06:00:00,CUST-602,Clothing,1,221.96,46.93,Delivered,1.0,Asia,221.96
1152,2026-01-07 07:00:00,CUST-506,Books,1,135.13,42.57,Cancelled,5.0,Europe,135.13
1153,2026-01-07 08:00:00,CUST-673,Beauty,3,443.36,31.04,Returned,5.0,Europe,1330.08
1154,2026-01-07 09:00:00,CUST-827,Home Decor,3,65.15,35.39,Delivered,4.0,Europe,195.45
1155,2026-01-07 10:00:00,CUST-904,Electronics,1,343.07,33.12,Delivered,3.0,North America,343.07
1156,2026-01-07 11:00:00,CUST-198,Beauty,2,137.54,34.98,Delivered,5.0,South America,275.08
1157,2026-01-07 12:00:00,CUST-783,Beauty,1,243.03,16.91,Delivered,5.0,Europe,243.03
1158,2026-01-07 13:00:00,CUST-971,Home Decor,3,156.71,23.37,Delivered,5.0,South America,470.13
1159,2026-01-07 14:00:00,CUST-825,Books,3,168.39,31.67,Delivered,,North America,505.17
1160,2026-01-07 15:00:00,CUST-646,Clothing,3,137.59,6.62,Delivered,4.0,Europe,412.77
1161,2026-01-07 16:00:00,CUST-838,Books,3,378.87,26.73,Delivered,5.0,North America,1136.61
1162,2026-01-07 17:00:00,CUST-712,Books,1,189.2,43.69,Delivered,5.0,South America,189.2
1163,2026-01-07 18:00:00,CUST-561,Electronics,3,365.91,27.16,Delivered,4.0,North America,1097.73
1164,2026-01-07 19:00:00,CUST-742,Clothing,2,233.47,29.85,Delivered,3.0,North America,466.94
1165,2026-01-07 20:00:00,CUST-868,Books,1,278.15,14.09,Delivered,5.0,South America,278.15
1166,2026-01-07 21:00:00,CUST-104,Electronics,1,276.21,40.75,Delivered,5.0,North America,276.21
1167,2026-01-07 22:00:00,CUST-317,Clothing,4,488.17,21.15,Delivered,3.0,South America,1952.68
1168,2026-01-07 23:00:00,CUST-602,Books,3,189.86,48.05,Delivered,5.0,South America,569.58
1169,2026-01-08 00:00:00,CUST-866,Home Decor,1,111.77,49.72,Delivered,5.0,Europe,111.77
1170,2026-01-08 01:00:00,CUST-497,Electronics,2,456.78,46.22,Delivered,5.0,Europe,913.56
1171,2026-01-08 02:00:00,CUST-970,Home Decor,3,95.67,8.82,Shipped,4.0,North America,287.01
1172,2026-01-08 03:00:00,CUST-894,Electronics,1,418.87,19.99,Delivered,5.0,North America,418.87
1173,2026-01-08 04:00:00,CUST-492,Clothing,1,83.61,47.53,Shipped,4.0,North America,83.61
1174,2026-01-08 05:00:00,CUST-306,Electronics,2,332.77,41.2,Shipped,5.0,Asia,665.54
1175,2026-01-08 06:00:00,CUST-114,Home Decor,1,83.76,46.0,Shipped,4.0,Asia,83.76
1176,2026-01-08 07:00:00,CUST-957,Clothing,1,462.31,30.76,Delivered,5.0,Europe,462.31
1177,2026-01-08 08:00:00,CUST-653,Home Decor,2,286.85,26.62,Delivered,2.0,South America,573.7
1178,2026-01-08 09:00:00,CUST-991,Home Decor,4,171.34,9.79,Delivered,5.0,Asia,685.36
1179,2026-01-08 10:00:00,CUST-560,Clothing,2,78.76,42.78,Delivered,4.0,Asia,157.52
1180,2026-01-08 11:00:00,CUST-790,Home Decor,3,191.88,38.53,Delivered,1.0,South America,575.64
1181,2026-01-08 12:00:00,CUST-674,Electronics,1,355.46,7.65,Delivered,4.0,North America,355.46
1182,2026-01-08 13:00:00,CUST-963,Home Decor,1,198.63,14.42,Cancelled,3.0,North America,198.63
1183,2026-01-08 14:00:00,CUST-842,Electronics,2,130.59,30.08,Shipped,5.0,Asia,261.18
1184,2026-01-08 15:00:00,CUST-340,Books,1,292.93,35.8,Delivered,4.0,Asia,292.93
1185,2026-01-08 16:00:00,CUST-663,Electronics,3,214.73,11.2,Delivered,3.0,South America,644.19
1186,2026-01-08 17:00:00,CUST-195,Clothing,1,91.25,16.02,Delivered,4.0,South America,91.25
1187,2026-01-08 18:00:00,CUST-833,Home Decor,1,85.45,13.69,Delivered,5.0,Asia,85.45
1188,2026-01-08 19:00:00,CUST-584,Clothing,1,356.66,14.9,Shipped,1.0,South America,356.66
1189,2026-01-08 20:00:00,CUST-506,Electronics,4,487.59,46.43,Delivered,4.0,North America,1950.36
1190,2026-01-08 21:00:00,CUST-330,Home Decor,1,124.22,37.21,Delivered,5.0,Europe,124.22
1191,2026-01-08 22:00:00,CUST-848,Home Decor,1,388.84,38.17,Shipped,5.0,Asia,388.84
1192,2026-01-08 23:00:00,CUST-754,Home Decor,1,52.93,40.73,Delivered,,Europe,52.93
1193,2026-01-09 00:00:00,CUST-270,Clothing,3,196.97,21.05,Returned,4.0,South America,590.91
1194,2026-01-09 01:00:00,CUST-640,Home Decor,1,258.28,39.52,Delivered,3.0,Europe,258.28
1195,2026-01-09 02:00:00,CUST-135,Clothing,1,141.69,49.03,Shipped,5.0,Asia,141.69
1196,2026-01-09 03:00:00,CUST-624,Home Decor,1,269.49,36.43,Delivered,5.0,South America,269.49
1197,2026-01-09 04:00:00,CUST-259,Home Decor,2,442.48,23.75,Delivered,5.0,Europe,884.96
1198,2026-01-09 05:00:00,CUST-938,Clothing,1,472.77,37.24,Delivered,4.0,North America,472.77
1199,2026-01-09 06:00:00,CUST-798,Electronics,1,59.27,45.54,Delivered,5.0,Asia,59.27
1200,2026-01-09 07:00:00,CUST-342,Electronics,1,143.2,10.79,Shipped,5.0,Asia,143.2
1201,2026-01-09 08:00:00,CUST-185,Electronics,2,489.78,16.94,Delivered,5.0,Asia,979.56
1202,2026-01-09 09:00:00,CUST-895,Electronics,2,142.51,46.37,Cancelled,5.0,Asia,285.02
1203,2026-01-09 10:00:00,CUST-677,Clothing,2,349.43,47.58,Shipped,4.0,South America,698.86
1204,2026-01-09 11:00:00,CUST-781,Home Decor,4,134.19,26.79,Delivered,5.0,North America,536.76
1205,2026-01-09 12:00:00,CUST-656,Electronics,4,184.62,21.85,Delivered,5.0,North America,738.48
1206,2026-01-09 13:00:00,CUST-673,Books,1,103.73,17.73,Delivered,5.0,Europe,103.73
1207,2026-01-09 14:00:00,CUST-745,Electronics,3,429.59,27.44,Delivered,5.0,Asia,1288.77
1208,2026-01-09 15:00:00,CUST-895,Beauty,2,442.5,47.05,Delivered,5.0,Asia,885.0
1209,2026-01-09 16:00:00,CUST-127,Home Decor,3,155.49,11.74,Delivered,5.0,Europe,466.47
1210,2026-01-09 17:00:00,CUST-719,Clothing,1,413.56,23.89,Delivered,5.0,South America,413.56
1211,2026-01-09 18:00:00,CUST-655,Electronics,2,185.54,46.02,Delivered,3.0,North America,371.08
1212,2026-01-09 19:00:00,CUST-439,Home Decor,1,58.52,20.71,Delivered,5.0,Asia,58.52
1213,2026-01-09 20:00:00,CUST-897,Clothing,3,381.46,39.56,Cancelled,5.0,Europe,1144.38
1214,2026-01-09 21:00:00,CUST-430,Books,1,302.26,22.52,Delivered,3.0,North America,302.26
1215,2026-01-09 22:00:00,CUST-739,Clothing,1,144.45,41.22,Delivered,4.0,Europe,144.45
1216,2026-01-09 23:00:00,CUST-605,Books,1,133.97,49.15,Delivered,2.0,Europe,133.97
1217,2026-01-10 00:00:00,CUST-447,Electronics,1,488.06,22.45,Delivered,3.0,South America,488.06
1218,2026-01-10 01:00:00,CUST-572,Home Decor,2,432.63,43.03,Delivered,5.0,North America,865.26
1219,2026-01-10 02:00:00,CUST-330,Home Decor,1,406.8,49.48,Delivered,4.0,Asia,406.8
1220,2026-01-10 03:00:00,CUST-289,Home Decor,1,72.73,49.27,Delivered,5.0,North America,72.73
1221,2026-01-10 04:00:00,CUST-324,Electronics,4,380.04,24.52,Delivered,3.0,South America,1520.16
1222,2026-01-10 05:00:00,CUST-484,Home Decor,1,115.12,26.86,Delivered,1.0,Asia,115.12
1223,2026-01-10 06:00:00,CUST-476,Clothing,2,488.92,18.65,Delivered,5.0,North America,977.84
1224,2026-01-10 07:00:00,CUST-382,Home Decor,1,35.52,19.13,Delivered,5.0,South America,35.52
1225,2026-01-10 08:00:00,CUST-732,Clothing,1,182.55,27.16,Delivered,1.0,Asia,182.55
1226,2026-01-10 09:00:00,CUST-727,Beauty,3,220.04,14.02,Shipped,5.0,Asia,660.12
1227,2026-01-10 10:00:00,CUST-844,Electronics,3,413.86,37.0,Shipped,4.0,Europe,1241.58
1228,2026-01-10 11:00:00,CUST-358,Beauty,1,385.45,29.13,Delivered,,Europe,385.45
1229,2026-01-10 12:00:00,CUST-458,Beauty,4,193.75,45.41,Delivered,5.0,South America,775.0
1230,2026-01-10 13:00:00,CUST-809,Beauty,4,287.12,41.48,Delivered,1.0,Asia,1148.48
1231,2026-01-10 14:00:00,CUST-555,Clothing,4,419.44,19.51,Shipped,5.0,North America,1677.76
1232,2026-01-10 15:00:00,CUST-510,Clothing,1,18.92,27.76,Delivered,5.0,Asia,18.92
1233,2026-01-10 16:00:00,CUST-748,Books,1,403.07,38.77,Delivered,4.0,South America,403.07
1234,2026-01-10 17:00:00,CUST-417,Electronics,2,473.98,13.69,Delivered,5.0,North America,947.96
1235,2026-01-10 18:00:00,CUST-776,Clothing,2,25.71,6.42,Delivered,4.0,Asia,51.42
1236,2026-01-10 19:00:00,CUST-324,Home Decor,1,32.33,43.35,Delivered,5.0,North America,32.33
1237,2026-01-10 20:00:00,CUST-918,Home Decor,3,178.81,11.19,Delivered,3.0,Europe,536.43
1238,2026-01-10 21:00:00,CUST-333,Electronics,1,53.01,45.02,Delivered,5.0,North America,53.01
1239,2026-01-10 22:00:00,CUST-783,Home Decor,1,244.85,46.11,Delivered,5.0,Europe,244.85
1240,2026-01-10 23:00:00,CUST-763,Beauty,1,367.07,25.73,Delivered,3.0,North America,367.07
1241,2026-01-11 00:00:00,CUST-926,Electronics,2,287.78,41.31,Delivered,5.0,Europe,575.56
1242,2026-01-11 01:00:00,CUST-473,Books,1,106.25,21.34,Delivered,5.0,South America,106.25
1243,2026-01-11 02:00:00,CUST-771,Electronics,3,330.86,43.62,Delivered,5.0,North America,992.58
1244,2026-01-11 03:00:00,CUST-707,Clothing,2,345.58,42.11,Delivered,5.0,Asia,691.16
1245,2026-01-11 04:00:00,CUST-571,Electronics,3,466.9,8.53,Delivered,2.0,South America,1400.7
1246,2026-01-11 05:00:00,CUST-332,Electronics,5,81.93,31.22,Delivered,3.0,South America,409.65
1247,2026-01-11 06:00:00,CUST-791,Books,2,349.24,33.8,Delivered,4.0,North America,698.48
1248,2026-01-11 07:00:00,CUST-212,Clothing,5,456.6,5.04,Delivered,4.0,South America,2283.0
1249,2026-01-11 08:00:00,CUST-929,Clothing,1,255.77,49.1,Delivered,4.0,Europe,255.77
1250,2026-01-11 09:00:00,CUST-596,Electronics,1,187.28,23.3,Delivered,5.0,Europe,187.28
1251,2026-01-11 10:00:00,CUST-541,Home Decor,1,93.67,28.28,Delivered,3.0,North America,93.67
1252,2026-01-11 11:00:00,CUST-663,Home Decor,1,434.73,13.77,Delivered,5.0,South America,434.73
1253,2026-01-11 12:00:00,CUST-367,Clothing,3,203.18,32.49,Cancelled,2.0,Asia,609.54
1254,2026-01-11 13:00:00,CUST-609,Clothing,1,463.19,41.48,Delivered,4.0,North America,463.19
1255,2026-01-11 14:00:00,CUST-906,Beauty,2,425.4,31.37,Delivered,3.0,North America,850.8
1256,2026-01-11 15:00:00,CUST-485,Clothing,2,194.55,40.46,Delivered,5.0,South America,389.1
1257,2026-01-11 16:00:00,CUST-486,Clothing,2,291.22,37.9,Delivered,5.0,Europe,582.44
1258,2026-01-11 17:00:00,CUST-212,Electronics,1,23.32,15.69,Delivered,2.0,South America,23.32
